Customer_ID,Credit_Amount,Purpose_Credit_Taken,Duration_in_Months,Status_Checking_Accnt,Credit_History,Job_Status,Years_At_Present_Employment,Marital_Status_Gender,Other_Debtors_Guarantors,Current_Address_Yrs,Age,Housing,Num_Credits,Num_Dependents,Foreign_Worker,Default_On_Payment
C16026,996,P45,12,S14,A34,A173,E74,A92,A101,4,23,A152,2,1,A201,0
C16027,7119,P42,48,S11,A30,A173,E73,A93,A101,4,53,A153,2,2,A201,1
C16028,12204,P49,48,S12,A30,A174,E73,A93,A101,2,48,A152,1,1,A201,0
C16029,2169,P49,18,S14,A33,A173,E73,A94,A101,2,28,A152,1,1,A201,1
C16030,1255,P40,12,S14,A34,A172,E75,A93,A101,4,61,A152,2,1,A201,0
C16031,936,P46,9,S14,A34,A173,E75,A93,A101,2,52,A152,2,1,A201,0
C16032,250,P40,6,S14,A34,A172,E73,A92,A101,2,41,A152,2,1,A201,0
C16033,4042,P41,24,S14,A34,A173,E74,A93,A101,4,43,A152,2,1,A201,0
C16034,9629,P41,36,S11,A34,A173,E74,A93,A101,4,24,A152,2,1,A201,1
C16035,1393,P40,24,S14,A32,A173,E73,A93,A103,2,31,A152,1,1,A201,0
C16036,2080,P40,6,S14,A34,A173,E73,A94,A101,2,24,A152,1,1,A201,0
C16037,1437,P40,9,S12,A31,A173,E74,A93,A101,3,29,A152,1,1,A201,1
C16038,15672,P49,48,S12,A32,A173,E73,A93,A101,2,23,A152,1,1,A201,1
C16039,10297,P41,48,S11,A32,A173,E74,A93,A101,4,39,A153,3,2,A201,1
C16040,1322,P40,11,S12,A34,A173,E73,A92,A101,4,40,A152,2,1,A201,0
C16041,1282,P43,24,S11,A32,A172,E73,A92,A101,2,32,A152,1,1,A201,1
C16042,804,P43,12,S14,A32,A173,E75,A93,A101,4,38,A152,1,1,A201,0
C16043,4716,P40,6,S11,A34,A172,E72,A93,A101,3,44,A152,2,2,A201,0
C16044,1048,P43,10,S12,A31,A172,E73,A93,A101,4,23,A152,1,1,A201,0
C16045,1216,P40,18,S11,A32,A173,E72,A92,A101,3,23,A151,1,1,A201,1
C16046,2022,P40,24,S14,A34,A173,E73,A92,A101,4,37,A152,1,1,A201,0
C16047,392,P46,15,S13,A32,A173,E72,A92,A101,4,23,A151,1,1,A201,0
C16048,2538,P40,24,S14,A33,A172,E75,A93,A101,4,47,A152,2,2,A201,1
C16049,1007,P40,12,S12,A32,A173,E73,A94,A101,1,22,A152,1,1,A201,0
C16050,4272,P49,30,S14,A33,A172,E73,A93,A101,2,26,A152,2,1,A201,0
C16051,4110,P42,24,S11,A30,A173,E75,A93,A101,4,23,A151,2,2,A201,1
C16052,1555,P45,12,S14,A33,A173,E75,A93,A101,4,55,A153,2,2,A201,1
C16053,1680,P43,12,S11,A32,A173,E75,A94,A101,1,35,A152,1,1,A201,0
C16054,1366,P43,9,S11,A32,A173,E72,A92,A101,4,22,A151,1,1,A201,1
C16055,1498,P43,12,S11,A32,A173,E73,A92,A101,1,23,A152,1,1,A201,0
C16056,1136,P46,9,S12,A34,A173,E75,A93,A101,3,32,A153,2,2,A201,1
C16057,4605,P41,48,S11,A30,A173,E75,A93,A101,4,24,A153,2,2,A201,1
C16058,1474,P42,12,S13,A32,A174,E72,A92,A101,1,33,A152,1,1,A201,0
C16059,2406,P42,30,S11,A32,A173,E74,A92,A101,4,23,A151,1,1,A201,1
C16060,804,P43,12,S14,A32,A173,E75,A93,A101,4,38,A152,1,1,A201,0
C16061,2687,P49,15,S13,A32,A173,E74,A93,A101,4,26,A151,1,1,A201,0
C16062,1278,P43,24,S14,A32,A174,E75,A93,A101,1,36,A152,1,1,A201,0
C16063,10366,P40,60,S14,A32,A174,E75,A93,A101,4,42,A152,1,1,A201,0
C16064,1597,P40,10,S14,A32,A172,E73,A93,A101,2,40,A151,1,2,A202,0
C16065,3148,P43,24,S13,A34,A173,E73,A93,A101,2,31,A152,2,1,A201,0
C16066,5371,P42,36,S11,A34,A173,E73,A93,A103,2,28,A152,2,1,A201,0
C16067,625,P43,12,S12,A32,A172,E72,A94,A103,1,26,A152,1,1,A201,0
C16068,14896,P40,6,S11,A32,A174,E75,A93,A101,4,68,A152,1,1,A201,1
C16069,6872,P42,24,S11,A31,A173,E72,A91,A101,1,55,A152,1,1,A201,1
C16070,639,P45,12,S12,A32,A173,E73,A93,A101,2,30,A152,1,1,A201,1
C16071,3556,P40,15,S14,A32,A173,E73,A93,A101,2,29,A152,1,1,A201,0
C16072,1393,P40,11,S14,A34,A174,E72,A92,A101,4,35,A152,2,1,A201,0
C16073,6842,P41,24,S14,A34,A174,E73,A93,A101,4,46,A152,2,2,A201,0
C16074,7980,P49,36,S14,A33,A173,E72,A93,A101,4,27,A151,2,1,A201,1
C16075,1391,P49,9,S12,A32,A173,E73,A94,A101,1,27,A152,1,1,A201,0
C16076,3966,P40,18,S11,A34,A173,E75,A92,A101,4,33,A151,3,1,A201,1
C16077,5965,P41,27,S12,A33,A174,E75,A93,A101,2,30,A152,2,1,A201,0
C16078,3275,P41,21,S14,A34,A174,E75,A93,A101,4,36,A152,1,1,A201,0
C16079,6288,P46,60,S12,A32,A173,E73,A93,A101,4,42,A153,1,1,A201,1
C16080,1872,P42,6,S11,A34,A174,E71,A93,A101,4,36,A153,3,1,A201,0
C16081,1393,P40,24,S14,A32,A173,E73,A93,A103,2,31,A152,1,1,A201,0
C16082,1238,P48,6,S14,A32,A174,E71,A93,A101,4,36,A152,1,2,A201,0
C16083,701,P43,12,S11,A32,A172,E73,A94,A101,2,40,A152,1,1,A201,0
C16084,3612,P42,18,S12,A34,A173,E75,A92,A101,4,37,A152,1,1,A201,0
C16085,1037,P49,12,S12,A32,A172,E74,A93,A101,4,39,A152,1,1,A201,0
C16086,2315,P43,10,S11,A32,A172,E75,A93,A101,4,52,A152,1,1,A201,0
C16087,1360,P43,15,S14,A34,A173,E73,A93,A101,2,31,A152,2,1,A201,0
C16088,763,P42,12,S14,A32,A173,E73,A92,A101,1,26,A152,1,1,A201,0
C16089,1736,P42,12,S14,A32,A172,E74,A92,A101,4,31,A152,1,1,A201,0
C16090,2292,P49,12,S14,A34,A174,E71,A93,A101,2,42,A152,2,1,A201,1
C16091,5954,P49,42,S12,A34,A172,E74,A92,A101,1,41,A152,2,1,A201,0
C16092,2864,P42,18,S13,A32,A172,E73,A93,A101,1,34,A152,1,2,A201,1
C16093,4151,P42,24,S14,A33,A173,E73,A93,A101,3,35,A152,2,1,A201,0
C16094,4526,P49,24,S14,A34,A174,E73,A93,A101,2,74,A152,1,1,A201,0
C16095,3512,P40,24,S12,A32,A173,E74,A93,A101,3,38,A152,2,1,A201,0
C16096,1282,P43,24,S11,A32,A172,E73,A92,A101,2,32,A152,1,1,A201,1
C16097,1845,P43,45,S11,A32,A173,E73,A93,A101,4,23,A153,1,1,A201,1
C16098,2141,P43,12,S14,A32,A173,E74,A93,A101,1,35,A152,1,1,A201,0
C16099,1938,P43,24,S11,A32,A173,E72,A91,A101,3,32,A152,1,1,A201,1
C16100,9277,P41,24,S14,A32,A173,E73,A91,A101,4,48,A153,1,1,A201,0
C16101,1887,P49,18,S12,A34,A173,E73,A94,A101,4,28,A152,2,1,A201,0
C16102,7763,P40,48,S11,A32,A174,E75,A93,A101,4,42,A153,1,1,A201,1
C16103,1820,P40,18,S14,A32,A174,E73,A94,A101,2,30,A152,1,1,A201,0
C16104,1163,P40,12,S14,A34,A173,E73,A93,A101,4,44,A152,1,1,A201,0
C16105,1216,P43,24,S12,A34,A173,E72,A93,A101,4,38,A152,2,2,A201,1
C16106,3518,P40,6,S14,A32,A173,E73,A93,A103,3,26,A151,1,1,A201,0
C16107,1905,P46,15,S13,A32,A174,E75,A93,A101,4,40,A151,1,1,A201,0
C16108,5800,P41,36,S12,A34,A173,E73,A93,A101,4,34,A152,2,1,A201,0
C16109,1546,P40,10,S14,A32,A172,E73,A93,A101,2,31,A152,1,2,A202,0
C16110,4454,P43,36,S14,A33,A173,E73,A92,A101,4,34,A152,2,1,A201,0
C16111,2728,P43,15,S12,A34,A173,E74,A93,A103,2,35,A152,3,1,A201,0
C16112,1338,P44,6,S14,A32,A173,E73,A91,A101,4,62,A152,1,1,A201,0
C16113,1533,P43,24,S14,A32,A173,E72,A92,A101,3,38,A152,1,1,A201,0
C16114,3149,P42,24,S11,A32,A173,E72,A93,A101,1,22,A153,1,1,A201,0
C16115,2133,P40,12,S14,A32,A174,E75,A92,A101,4,52,A153,1,1,A201,0
C16116,3566,P49,48,S12,A31,A173,E74,A93,A101,2,30,A152,1,1,A201,0
C16117,11590,P41,48,S14,A34,A172,E73,A92,A101,4,24,A151,2,1,A201,1
C16118,1258,P42,12,S14,A34,A172,E72,A92,A101,4,22,A151,2,1,A201,0
C16119,1559,P49,24,S14,A31,A173,E74,A93,A101,4,50,A152,1,1,A201,0
C16120,625,P43,12,S12,A32,A172,E72,A94,A103,1,26,A152,1,1,A201,0
C16121,926,P40,12,S14,A34,A171,E71,A92,A101,2,38,A152,1,1,A201,0
C16122,5433,P41,24,S14,A32,A174,E71,A92,A101,4,26,A151,1,1,A201,0
C16123,1437,P40,9,S12,A31,A173,E74,A93,A101,3,29,A152,1,1,A201,1
C16124,7511,P41,18,S11,A32,A173,E75,A93,A101,4,51,A153,1,2,A201,1
C16125,1300,P41,15,S14,A32,A173,E75,A93,A101,4,45,A153,1,2,A201,0
C16126,11054,P41,36,S14,A34,A174,E73,A93,A101,2,30,A152,1,1,A201,0
C16127,3148,P43,24,S13,A34,A173,E73,A93,A101,2,31,A152,2,1,A201,0
C16128,1736,P42,12,S14,A32,A172,E74,A92,A101,4,31,A152,1,1,A201,0
C16129,3059,P43,12,S14,A32,A172,E74,A91,A101,4,61,A152,1,1,A201,0
C16130,2323,P43,36,S12,A32,A173,E74,A93,A101,4,24,A151,1,1,A201,0
C16131,7174,P43,42,S11,A32,A174,E74,A92,A101,3,30,A152,1,1,A201,1
C16132,2039,P42,18,S11,A32,A173,E73,A92,A101,4,20,A151,1,1,A201,1
C16133,753,P43,6,S12,A32,A173,E73,A92,A103,3,64,A152,1,1,A201,0
C16134,4110,P42,24,S11,A30,A173,E75,A93,A101,4,23,A151,2,2,A201,1
C16135,8229,P41,36,S11,A32,A173,E73,A93,A101,2,26,A152,1,2,A201,1
C16136,2753,P43,9,S14,A32,A173,E75,A93,A102,4,35,A152,1,1,A201,0
C16137,926,P40,12,S14,A34,A171,E71,A92,A101,2,38,A152,1,1,A201,0
C16138,5096,P42,48,S12,A34,A174,E73,A92,A101,3,30,A152,1,1,A201,1
C16139,1534,P43,12,S12,A32,A173,E72,A94,A101,1,23,A151,1,1,A201,1
C16140,5801,P42,12,S14,A34,A173,E75,A93,A101,4,49,A151,1,1,A201,0
C16141,1437,P40,9,S12,A31,A173,E74,A93,A101,3,29,A152,1,1,A201,1
C16142,1534,P43,12,S12,A32,A173,E72,A94,A101,1,23,A151,1,1,A201,1
C16143,1503,P43,4,S14,A34,A172,E74,A93,A101,1,42,A152,2,2,A201,0
C16144,1076,P49,12,S14,A32,A173,E73,A94,A101,2,26,A152,1,1,A202,0
C16145,1567,P43,12,S12,A32,A173,E73,A92,A101,1,22,A152,1,1,A201,0
C16146,2427,P49,18,S12,A33,A173,E75,A93,A101,2,42,A152,2,1,A201,0
C16147,3108,P42,30,S11,A32,A172,E72,A91,A101,4,31,A152,1,1,A201,1
C16148,1750,P43,6,S14,A31,A172,E75,A93,A101,4,45,A152,1,2,A201,0
C16149,1264,P40,15,S12,A31,A173,E73,A94,A101,2,25,A151,1,1,A201,1
C16150,5234,P40,30,S12,A34,A174,E71,A94,A101,2,28,A152,2,1,A201,1
C16151,3384,P42,6,S11,A34,A174,E73,A91,A101,4,44,A151,1,1,A201,1
C16152,9960,P42,48,S12,A32,A173,E72,A92,A101,2,26,A152,1,1,A201,1
C16153,2924,P41,24,S11,A32,A173,E73,A93,A103,4,63,A152,1,2,A201,0
C16154,14179,P42,39,S11,A34,A174,E74,A93,A101,4,30,A152,2,1,A201,0
C16155,392,P46,15,S13,A32,A173,E72,A92,A101,4,23,A151,1,1,A201,0
C16156,6579,P41,24,S11,A32,A174,E71,A93,A101,2,29,A153,1,1,A201,0
C16157,1333,P40,24,S11,A33,A173,E71,A93,A101,2,43,A153,2,2,A201,1
C16158,6331,P41,48,S11,A34,A173,E75,A93,A101,4,46,A153,2,1,A201,1
C16159,4042,P42,42,S14,A34,A173,E73,A93,A101,4,36,A152,2,1,A201,0
C16160,2329,P43,7,S12,A32,A173,E72,A92,A103,1,45,A152,1,1,A201,0
C16161,7057,P41,20,S12,A33,A174,E74,A93,A101,4,36,A151,2,2,A201,0
C16162,1987,P43,24,S11,A32,A172,E73,A93,A101,4,21,A151,1,2,A201,1
C16163,1190,P45,18,S11,A34,A171,E71,A92,A101,4,55,A153,3,2,A201,1
C16164,2333,P42,24,S12,A33,A172,E72,A93,A101,2,29,A152,1,1,A201,0
C16165,6148,P41,20,S12,A30,A173,E75,A94,A101,4,31,A152,2,1,A201,0
C16166,2320,P43,18,S14,A33,A173,E71,A94,A101,3,34,A152,2,1,A201,0
C16167,2577,P42,12,S11,A32,A173,E73,A91,A101,1,42,A152,1,1,A201,0
C16168,10477,P41,36,S14,A34,A173,E75,A93,A101,4,42,A153,2,1,A201,0
C16169,2069,P42,10,S14,A34,A173,E73,A94,A101,1,26,A152,2,1,A202,0
C16170,2058,P45,24,S14,A34,A173,E73,A91,A101,2,33,A152,2,1,A201,0
C16171,2329,P43,7,S12,A32,A173,E72,A92,A103,1,45,A152,1,1,A201,0
C16172,2901,P41,10,S14,A32,A173,E72,A92,A101,4,31,A151,1,1,A201,0
C16173,1521,P42,10,S12,A32,A172,E73,A91,A101,2,31,A152,1,1,A201,0
C16174,1199,P40,24,S11,A34,A172,E75,A93,A101,4,60,A152,2,1,A201,1
C16175,2864,P42,18,S13,A32,A172,E73,A93,A101,1,34,A152,1,2,A201,1
C16176,1582,P43,18,S14,A34,A173,E75,A93,A101,4,46,A152,2,1,A201,0
C16177,1534,P43,12,S12,A32,A173,E72,A94,A101,1,23,A151,1,1,A201,1
C16178,5084,P43,24,S12,A32,A173,E75,A92,A101,4,42,A152,1,1,A201,0
C16179,2511,P40,15,S11,A32,A173,E71,A92,A101,4,23,A151,1,1,A201,0
C16180,1534,P43,12,S12,A32,A173,E72,A94,A101,1,23,A151,1,1,A201,1
C16181,15857,P50,36,S11,A32,A174,E71,A91,A102,3,43,A152,1,1,A201,0
C16182,2896,P43,24,S12,A32,A173,E72,A93,A101,1,29,A152,1,1,A201,0
C16183,4795,P43,36,S12,A32,A174,E72,A92,A101,1,30,A152,1,1,A201,0
C16184,1549,P40,9,S12,A32,A171,E72,A93,A101,2,35,A152,1,1,A201,0
C16185,2315,P43,10,S11,A32,A172,E75,A93,A101,4,52,A152,1,1,A201,0
C16186,754,P48,12,S12,A32,A173,E75,A93,A101,4,38,A152,2,1,A201,0
C16187,8487,P40,48,S12,A32,A173,E74,A92,A101,2,24,A152,1,1,A201,0
C16188,1867,P43,30,S14,A32,A173,E75,A93,A101,4,58,A152,1,1,A201,0
C16189,10623,P41,30,S11,A34,A174,E75,A93,A101,4,38,A153,3,2,A201,0
C16190,1778,P40,15,S12,A30,A171,E72,A92,A101,1,26,A151,2,1,A201,1
C16191,6361,P42,18,S12,A34,A173,E75,A93,A101,1,41,A152,1,1,A201,0
C16192,2473,P42,18,S11,A32,A171,E71,A93,A101,1,25,A152,1,1,A201,1
C16193,5152,P43,24,S13,A32,A173,E74,A93,A101,2,25,A152,1,1,A201,0
C16194,11328,P50,24,S12,A32,A174,E73,A93,A102,3,29,A152,2,1,A201,1
C16195,4351,P42,24,S12,A32,A172,E73,A92,A101,4,48,A152,1,1,A201,0
C16196,4795,P43,36,S12,A32,A174,E72,A92,A101,1,30,A152,1,1,A201,0
C16197,1345,P43,18,S11,A32,A173,E73,A94,A101,3,26,A152,1,1,A201,1
C16198,4796,P41,42,S13,A34,A173,E75,A93,A101,4,56,A153,1,1,A201,0
C16199,4473,P43,36,S13,A32,A173,E75,A93,A101,2,31,A152,1,1,A201,0
C16200,2101,P43,13,S12,A32,A172,E72,A92,A103,4,23,A152,1,1,A201,0
C16201,936,P46,9,S14,A34,A173,E75,A93,A101,2,52,A152,2,1,A201,0
C16202,6304,P49,36,S14,A34,A173,E75,A93,A101,4,36,A152,2,1,A201,0
C16203,1950,P49,18,S14,A32,A173,E74,A93,A101,1,34,A152,2,1,A201,0
C16204,2225,P40,36,S12,A33,A173,E75,A93,A101,4,57,A153,2,1,A201,1
C16205,14555,P40,6,S12,A32,A171,E71,A93,A101,2,23,A152,1,1,A201,1
C16206,590,P43,6,S12,A32,A172,E72,A94,A101,3,26,A152,1,1,A202,0
C16207,700,P43,6,S14,A34,A173,E75,A93,A101,4,36,A153,2,1,A201,0
C16208,1582,P43,18,S14,A34,A173,E75,A93,A101,4,46,A152,2,1,A201,0
C16209,1049,P42,18,S11,A34,A173,E72,A92,A101,4,21,A151,1,1,A201,0
C16210,2896,P43,24,S12,A32,A173,E72,A93,A101,1,29,A152,1,1,A201,0
C16211,2389,P43,18,S11,A32,A173,E72,A92,A101,1,27,A152,1,1,A201,0
C16212,1345,P43,18,S11,A32,A173,E73,A94,A101,3,26,A152,1,1,A201,1
C16213,2214,P43,12,S11,A32,A172,E73,A93,A101,3,24,A152,1,1,A201,0
C16214,1282,P43,24,S11,A32,A172,E73,A92,A101,2,32,A152,1,1,A201,1
C16215,797,P43,12,S14,A34,A172,E75,A92,A101,3,33,A152,1,2,A201,1
C16216,2503,P49,30,S12,A33,A173,E75,A93,A101,2,41,A152,2,1,A201,0
C16217,3857,P41,30,S11,A32,A174,E73,A91,A101,4,40,A152,1,1,A201,0
C16218,2712,P42,36,S11,A32,A173,E75,A93,A101,2,41,A152,1,2,A201,1
C16219,2864,P42,18,S13,A32,A172,E73,A93,A101,1,34,A152,1,2,A201,1
C16220,836,P40,12,S12,A32,A172,E72,A92,A101,2,23,A152,1,1,A201,1
C16221,3124,P40,12,S12,A34,A172,E72,A93,A101,3,49,A152,2,2,A201,0
C16222,1893,P40,12,S11,A32,A173,E73,A92,A103,4,29,A152,1,1,A201,0
C16223,6842,P41,24,S14,A34,A174,E73,A93,A101,4,46,A152,2,2,A201,0
C16224,2389,P43,18,S11,A32,A173,E72,A92,A101,1,27,A152,1,1,A201,0
C16225,7228,P40,11,S14,A34,A172,E73,A93,A101,4,39,A152,2,1,A201,0
C16226,1882,P43,18,S11,A32,A173,E73,A92,A101,4,25,A151,2,1,A201,1
C16227,1505,P43,18,S14,A32,A174,E73,A93,A101,2,32,A153,1,1,A201,0
C16228,626,P43,12,S11,A31,A172,E73,A92,A101,4,24,A152,1,1,A201,1
C16229,6350,P42,30,S11,A32,A173,E75,A93,A101,4,31,A152,1,1,A201,1
C16230,2404,P43,18,S14,A34,A173,E73,A92,A101,2,26,A152,2,1,A201,0
C16231,1552,P43,24,S14,A32,A173,E74,A93,A101,1,32,A152,1,2,A201,0
C16232,11590,P41,48,S14,A34,A172,E73,A92,A101,4,24,A151,2,1,A201,1
C16233,1647,P40,21,S11,A31,A172,E73,A93,A101,2,40,A152,2,2,A201,1
C16234,7238,P43,48,S14,A33,A173,E75,A93,A101,3,32,A152,2,2,A201,0
C16235,1893,P40,12,S11,A32,A173,E73,A92,A103,4,29,A152,1,1,A201,0
C16236,5150,P42,24,S14,A34,A173,E75,A93,A101,4,33,A152,1,1,A201,0
C16237,10144,P43,60,S14,A32,A173,E74,A92,A101,4,21,A152,1,1,A201,0
C16238,2028,P41,12,S12,A32,A173,E73,A93,A101,2,30,A152,1,1,A201,0
C16239,5943,P43,24,S14,A32,A173,E72,A92,A101,1,44,A152,2,1,A201,1
C16240,1255,P40,12,S14,A34,A172,E75,A93,A101,4,61,A152,2,1,A201,0
C16241,433,P46,6,S12,A31,A173,E72,A92,A101,2,24,A151,1,2,A201,1
C16242,1860,P41,12,S12,A34,A174,E71,A93,A101,2,34,A152,2,1,A201,0
C16243,1549,P40,9,S12,A32,A171,E72,A93,A101,2,35,A152,1,1,A201,0
C16244,5302,P40,18,S11,A34,A174,E75,A93,A101,4,36,A153,3,1,A201,0
C16245,1374,P40,6,S11,A32,A174,E71,A92,A101,3,75,A152,1,1,A201,0
C16246,1344,P40,12,S11,A33,A172,E73,A93,A101,2,43,A152,2,2,A201,0
C16247,1494,P40,4,S13,A32,A172,E72,A93,A101,2,29,A152,1,2,A202,0
C16248,3190,P43,18,S11,A32,A173,E73,A92,A101,2,24,A152,1,1,A201,1
C16249,1449,P49,9,S14,A32,A173,E74,A92,A101,2,27,A152,2,1,A201,0
C16250,3711,P46,36,S12,A32,A173,E73,A94,A101,2,27,A152,1,1,A201,0
C16251,4788,P41,48,S11,A32,A173,E74,A93,A101,3,26,A152,1,2,A201,0
C16252,1316,P43,15,S14,A34,A172,E73,A94,A101,2,47,A152,2,1,A201,0
C16253,1330,P40,12,S13,A32,A173,E72,A93,A101,1,26,A152,1,1,A201,0
C16254,458,P43,9,S12,A32,A173,E73,A93,A101,3,24,A152,1,1,A201,0
C16255,2221,P42,15,S14,A32,A173,E73,A92,A101,4,20,A151,1,1,A201,0
C16256,2782,P40,21,S14,A32,A174,E74,A92,A101,2,31,A152,1,1,A201,0
C16257,2892,P42,24,S13,A32,A173,E75,A91,A101,4,51,A153,1,1,A201,0
C16258,683,P43,6,S13,A33,A173,E72,A92,A101,1,29,A152,1,1,A201,0
C16259,1880,P43,18,S11,A34,A174,E74,A94,A101,1,32,A152,2,1,A201,0
C16260,2473,P42,18,S11,A32,A171,E71,A93,A101,1,25,A152,1,1,A201,1
C16261,6143,P41,48,S11,A34,A172,E75,A92,A101,4,58,A153,2,1,A201,1
C16262,5248,P41,21,S14,A32,A173,E73,A93,A101,3,26,A152,1,1,A201,0
C16263,3509,P43,18,S11,A32,A173,E74,A92,A103,1,25,A152,1,1,A201,0
C16264,745,P43,9,S13,A32,A172,E73,A92,A101,2,28,A152,1,1,A201,1
C16265,3074,P43,9,S14,A34,A173,E73,A93,A101,2,33,A152,2,2,A201,0
C16266,1388,P42,9,S14,A32,A173,E73,A92,A101,2,26,A151,1,1,A201,0
C16267,8072,P49,30,S11,A30,A173,E72,A93,A101,3,25,A152,3,1,A201,0
C16268,6078,P40,12,S12,A32,A173,E74,A93,A101,2,32,A152,1,1,A201,0
C16269,1358,P50,24,S11,A31,A174,E75,A93,A101,3,40,A152,1,1,A201,1
C16270,1864,P46,18,S14,A34,A173,E73,A92,A101,2,30,A152,2,1,A201,1
C16271,1198,P46,6,S11,A31,A173,E75,A92,A101,4,35,A153,1,1,A201,1
C16272,7678,P42,36,S14,A33,A173,E74,A92,A101,4,40,A152,2,1,A201,0
C16273,1516,P43,24,S14,A34,A172,E73,A92,A101,1,43,A152,2,1,A201,0
C16274,1893,P40,12,S11,A32,A173,E73,A92,A103,4,29,A152,1,1,A201,0
C16275,12389,P40,36,S12,A32,A173,E73,A93,A101,4,37,A153,1,1,A201,1
C16276,1050,P42,6,S12,A33,A174,E71,A93,A101,1,35,A152,2,1,A201,0
C16277,1382,P43,6,S14,A34,A173,E73,A92,A101,1,28,A152,2,1,A201,0
C16278,3573,P43,12,S12,A34,A172,E73,A92,A101,1,23,A152,1,1,A201,0
C16279,1377,P43,24,S13,A32,A173,E75,A92,A101,2,47,A153,1,1,A201,0
C16280,1553,P43,24,S12,A33,A173,E74,A92,A101,2,23,A151,2,1,A201,0
C16281,3441,P42,30,S12,A32,A173,E73,A92,A102,4,21,A151,1,1,A201,1
C16282,7824,P41,28,S14,A31,A173,E72,A93,A103,4,40,A151,2,2,A201,0
C16283,753,P43,6,S12,A32,A173,E73,A92,A103,3,64,A152,1,1,A201,0
C16284,1433,P42,15,S11,A34,A173,E73,A92,A101,3,25,A151,2,1,A201,0
C16285,932,P48,6,S12,A34,A172,E74,A92,A101,3,39,A152,2,1,A201,0
C16286,1514,P45,15,S12,A32,A173,E73,A93,A103,2,22,A152,1,1,A201,0
C16287,3594,P41,15,S14,A33,A172,E72,A92,A101,2,46,A152,2,1,A201,0
C16288,3331,P42,12,S14,A34,A173,E75,A93,A101,4,42,A152,1,1,A201,0
C16289,4844,P49,48,S14,A32,A174,E71,A93,A101,2,33,A151,1,1,A201,1
C16290,1049,P42,18,S11,A34,A173,E72,A92,A101,4,21,A151,1,1,A201,0
C16291,1592,P42,12,S14,A34,A173,E74,A92,A101,2,35,A152,1,1,A202,0
C16292,2910,P41,24,S11,A32,A174,E74,A93,A101,1,34,A153,1,1,A201,0
C16293,1680,P43,12,S11,A32,A173,E75,A94,A101,1,35,A152,1,1,A201,0
C16294,8858,P41,48,S14,A34,A173,E74,A93,A101,1,35,A153,2,1,A201,0
C16295,1555,P45,12,S14,A33,A173,E75,A93,A101,4,55,A153,2,2,A201,1
C16296,1376,P43,24,S14,A32,A173,E74,A92,A101,1,28,A152,1,1,A201,0
C16297,6761,P40,6,S14,A34,A174,E74,A93,A101,3,45,A152,2,2,A201,0
C16298,783,P40,6,S14,A31,A172,E73,A93,A103,2,26,A152,1,2,A201,0
C16299,1049,P42,18,S11,A34,A173,E72,A92,A101,4,21,A151,1,1,A201,0
C16300,6304,P49,36,S14,A34,A173,E75,A93,A101,4,36,A152,2,1,A201,0
C16301,14318,P40,36,S12,A32,A174,E75,A93,A101,2,57,A153,1,1,A201,1
C16302,1743,P49,6,S14,A33,A172,E73,A93,A101,2,34,A152,2,1,A201,0
C16303,6850,P40,15,S12,A31,A174,E71,A93,A101,2,34,A152,1,2,A201,1
C16304,2712,P42,36,S11,A32,A173,E75,A93,A101,2,41,A152,1,2,A201,1
C16305,7432,P40,36,S12,A33,A173,E73,A92,A101,2,54,A151,1,1,A201,0
C16306,2835,P42,24,S14,A32,A173,E75,A93,A101,4,53,A152,1,1,A201,0
C16307,1282,P42,12,S11,A32,A173,E73,A92,A101,4,20,A151,1,1,A201,1
C16308,959,P42,9,S12,A32,A173,E73,A92,A101,2,29,A152,1,1,A202,1
C16309,866,P43,18,S12,A32,A172,E73,A94,A103,2,25,A152,1,1,A201,0
C16310,719,P46,12,S14,A32,A172,E75,A93,A101,4,41,A152,1,2,A201,1
C16311,1424,P42,12,S13,A32,A174,E75,A92,A101,4,55,A152,1,1,A201,0
C16312,2181,P40,30,S12,A34,A173,E75,A93,A101,4,36,A152,2,1,A201,0
C16313,1597,P46,24,S14,A34,A173,E75,A93,A101,4,54,A153,2,2,A201,0
C16314,1778,P40,15,S12,A30,A171,E72,A92,A101,1,26,A151,2,1,A201,1
C16315,1842,P40,36,S11,A32,A173,E72,A92,A101,4,34,A152,1,1,A201,1
C16316,14421,P49,48,S12,A30,A173,E73,A93,A101,2,25,A152,1,1,A201,1
C16317,12579,P41,24,S12,A32,A174,E75,A92,A101,2,44,A153,1,1,A201,1
C16318,3394,P45,42,S11,A34,A171,E71,A93,A102,4,65,A152,2,1,A201,0
C16319,4736,P42,24,S12,A34,A172,E72,A92,A101,4,25,A152,1,1,A201,1
C16320,1217,P44,18,S11,A32,A172,E73,A94,A101,3,47,A152,1,1,A201,1
C16321,5129,P41,9,S12,A31,A174,E75,A92,A101,4,74,A153,1,2,A201,1
C16322,3430,P43,24,S14,A32,A173,E75,A93,A101,2,31,A152,1,2,A201,0
C16323,2463,P40,24,S14,A34,A173,E74,A94,A101,3,27,A152,2,1,A201,0
C16324,727,P46,10,S14,A32,A173,E75,A93,A101,4,46,A153,1,1,A201,0
C16325,2303,P40,24,S11,A32,A173,E75,A93,A102,1,45,A152,1,1,A201,1
C16326,3979,P43,48,S12,A32,A173,E74,A93,A101,1,41,A152,2,2,A201,0
